hour_index,datetime, global_horizontal_irradiance , direct_normal_irradiance , diffuse_horizontal_irradiance , dry_bulb_temperature , windspeed , albedo , solar_altitude_angle , solar_azimuth_angle , solar_incident_angle , horizon_elevation_angle , tracker_roll_angle , adjusted_ghi , poa_direct_irradiance , poa_diffuse_irradiance , poa_reflected_irradiance , shaded_direct_irradiance , shaded_diffuse_irradiance , shaded_reflected_irradiance , effective_direct_irradiance , effective_diffuse_irradiance , effective_reflected_irradiance , soiled_irradiance , total_irradiance , nameplate_power , avg_cell_temp , module_irradiance_derated_power , module_mpp_power , module_power , optimizer_input_power , optimizer_output_power , optimal_dc_power , optimal_dc_voltage , inverter_overpower_loss , inverter_underpower_loss , inverter_overvoltage_loss , inverter_undervoltage_loss , actual_dc_power , actual_dc_voltage ,ac_power ,pv_kw 
3397,5/22/2025 12:00,77.57,,77.55,14.39,7.56,0.2,52.48,195.22,38.54, -   ,,77.57,0.02,76.03,0.12,0.02,76.03,0.01,0.02,72.6,0,71.17,71.17,"59,743.73",15.75,"55,223.41","57,173.40","55,313.66", -   , -   ,"55,282.97",455.86, -   , -   , -   , -   ,"55,282.97",455.86,"53,015.54",52.751
3398,5/22/2025 13:00,430.33,,327.12,14.84,6.13,0.2,48.92,216.77,41.67, -   ,,430.33,101.65,324.7,0.65,101.65,324.7,0.06,99.88,310.06,0.02,401.76,401.77,"337,253.16",23.26,"335,839.97","337,862.00","326,748.97", -   , -   ,"325,722.50",465.24, -   , -   , -   , -   ,"325,722.50",465.24,"317,175.72",315.59
3399,5/22/2025 14:00,291.13,,242.88,15.08,6.15,0.2,43.1,235.25,47.13, -   ,,291.13,47.52,246.52,0.44,47.52,246.52,0.04,46.36,235.4,0.01,276.14,276.12,"231,780.95",20.86,"228,541.53","231,929.30","224,632.11", -   , -   ,"224,149.88",466.17, -   , -   , -   , -   ,"224,149.88",466.17,"218,439.90",217.348
3400,5/22/2025 15:00,269.48,,232.72,15.21,5.21,0.2,35.89,250.92,54.16, -   ,,269.48,36.21,236.87,0.41,36.21,236.87,0.04,34.88,226.19,0.01,255.86,255.85,"214,766.16",20.9,"211,256.73","214,368.12","207,783.28", -   , -   ,"207,366.77",465.17, -   , -   , -   , -   ,"207,366.77",465.17,"202,095.05",201.085
3401,5/22/2025 16:00,255.05,,195.95,15.26,5.13,0.2,27.99,264.64,62.01, -   ,,255.05,58.2,194.33,0.39,58.2,194.33,0.03,54.82,185.57,0.01,235.59,235.53,"197,706.66",20.53,"193,961.78","197,021.95","190,322.67", -   , -   ,"189,965.64",465.06, -   , -   , -   , -   ,"189,965.64",465.06,"185,129.50",184.204
3402,5/22/2025 17:00,173.92,,128.57,15.15,4.94,0.2,19.91,277.23,70.1, -   ,,173.92,44.66,127.51,0.26,44.66,127.51,0.02,40.24,121.77,0.01,158.77,158.76,"133,259.08",18.75,"128,778.78","131,671.06","127,181.84", -   , -   ,"127,017.71",463.33, -   , -   , -   , -   ,"127,017.71",463.33,"123,443.84",122.827
3403,5/22/2025 18:00,145.6,,55.25,14.94,5.33,0.2,12.05,289.34,77.98, -   ,,145.6,88.98,56.65,0.22,88.98,56.65,0.02,71.79,54.1,0.01,123.37,123.35,"103,522.33",17.67,"99,489.94","101,713.98","98,479.77", -   , -   ,"98,341.13",462.02, -   , -   , -   , -   ,"98,341.13",462.02,"95,526.19",95.049
3404,5/22/2025 19:00,55.82,,35.72,14.55,4.82,0.2,4.75,301.48,83.55, -   ,,55.82,25.8,38.33,0.08,2.24,38.33,0.01,1.85,36.6,0,37.69,37.72,"31,657.37",15.41,"27,877.22","28,893.67","27,916.17", -   , -   ,"27,907.22",445.32, -   , -   , -   , -   ,"27,907.22",445.32,"26,632.78",26.5
3405,5/22/2025 20:00, -   ,, -   ,14.04,4.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3406,5/22/2025 21:00, -   ,, -   ,13.42,3.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3407,5/22/2025 22:00, -   ,, -   ,12.71,3.45,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3408,5/22/2025 23:00, -   ,, -   ,12.02,3.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3409,5/23/2025 0:00, -   ,, -   ,11.87,3.85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3410,5/23/2025 1:00, -   ,, -   ,11.56,4.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3411,5/23/2025 2:00, -   ,, -   ,11.31,5.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3412,5/23/2025 3:00,2.58,,2.58,11.35,5.8,0.2,0.27,49.91,85.86, -   ,,2.58, -   ,2.55,0, -   ,2.55,0, -   ,2.44,0,2.39,2.39,"2,004.29",11.4,597.86,590.27,588.03, -   , -   ,588.02,262.74, -   , -   , -   , -   ,588.02,262.74,560.04,0.557
3413,5/23/2025 4:00,28.65,,28.62,11.6,6.36,0.2,6.99,62.26,81.96, -   ,,28.65,0.04,28,0.04,0,28,0,0,26.74,0,26.21,26.21,"22,000.95",12.14,"18,569.36","19,486.61","18,875.00", -   , -   ,"18,871.21",442.36, -   , -   , -   , -   ,"18,871.21",442.36,"17,960.14",17.87
3414,5/23/2025 5:00,71.38,,67.2,12,6.63,0.2,14.51,74.33,75.5, -   ,,71.38,4.12,67.57,0.11,4.12,67.57,0.01,3.49,64.53,0,66.66,66.66,"55,956.73",13.36,"51,491.52","53,780.25","52,051.68", -   , -   ,"52,024.77",459, -   , -   , -   , -   ,"52,024.77",459,"49,868.14",49.619
3415,5/23/2025 6:00,201.25,,168.4,12.74,6.44,0.2,22.49,86.52,67.51, -   ,,201.25,32.35,171.82,0.31,32.35,171.82,0.03,29.68,164.08,0.01,189.89,189.87,"159,388.10",16.64,"155,122.90","159,830.78","154,573.45", -   , -   ,"154,345.52",469.5, -   , -   , -   , -   ,"154,345.52",469.5,"150,443.06",149.691
3416,5/23/2025 7:00,285.35,,204.22,13.52,6.53,0.2,30.58,99.37,59.45, -   ,,285.35,79.9,202.59,0.43,79.9,202.59,0.04,75.92,193.46,0.01,264,264.06,"221,671.56",18.92,"218,290.36","222,973.89","215,620.25", -   , -   ,"215,170.95",469.37, -   , -   , -   , -   ,"215,170.95",469.37,"209,710.45",208.662
3417,5/23/2025 8:00,136.05,,136.05,13.79,7.39,0.2,38.34,113.58,51.81, -   ,,136.05, -   ,133.38,0.21, -   ,133.38,0.02, -   ,127.36,0.01,124.82,124.82,"104,777.73",16.21,"100,073.04","103,349.70","99,889.18", -   , -   ,"99,793.10",464.66, -   , -   , -   , -   ,"99,793.10",464.66,"96,587.46",96.105
3418,5/23/2025 9:00,400.63,,283.48,14.63,7.73,0.2,45.23,130.03,45.2, -   ,,400.63,115.37,281.44,0.61,115.37,281.44,0.05,112.89,268.75,0.02,374.02,374.02,"313,964.25",21.71,"312,140.03","315,727.62","305,497.25", -   , -   ,"304,603.40",467.08, -   , -   , -   , -   ,"304,603.40",467.08,"296,683.47",295.2
3419,5/23/2025 10:00,750.83,,149.12,16.11,7.5,0.2,50.47,149.51,40.37, -   ,,750.83,592.58,152.27,1.14,592.58,152.27,0.1,583.2,145.41,0.03,714.06,714.03,"599,385.20",29.82,"601,425.40","591,045.60","571,866.25", -   , -   ,"568,610.80",455.46, -   , -   , -   , -   ,"568,610.80",455.46,"551,844.44",549.085
3420,5/23/2025 11:00,889.22,,103.3,17.45,7.18,0.2,53.16,171.88,37.98, -   ,,889.22,773.98,105.44,1.35,773.98,105.44,0.12,763.58,100.68,0.04,847.01,847.02,"711,012.75",34.05,"713,256.10","690,348.56","670,497.90", -   , -   ,"665,864.70",446.41, -   , -   , -   , -   ,"665,864.70",446.41,"645,180.20",641.954
3421,5/23/2025 12:00,335.65,,310.92,17.57,6.76,0.2,52.67,195.24,38.35, -   ,,335.65,24.36,316.68,0.51,24.36,316.68,0.04,24.02,302.41,0.01,319.91,319.91,"268,534.20",24.01,"265,911.88","266,841.60","258,122.62", -   , -   ,"257,475.89",462.41, -   , -   , -   , -   ,"257,475.89",462.41,"250,815.52",249.561
3422,5/23/2025 13:00,306.32,,282.03,17.65,6.52,0.2,49.11,216.84,41.49, -   ,,306.32,23.91,286.78,0.47,23.91,286.78,0.04,23.5,273.85,0.01,291.42,291.42,"244,630.10",23.61,"241,601.47","242,796.02","234,903.69", -   , -   ,"234,367.25",461.98, -   , -   , -   , -   ,"234,367.25",461.98,"228,338.53",227.197
3423,5/23/2025 14:00,151.83,,151.42,17.27,5.47,0.2,43.28,235.35,46.95, -   ,,151.83,0.41,148.49,0.23,0.41,148.49,0.02,0.4,141.79,0.01,139.35,139.36,"116,980.34",20.31,"112,327.81","114,285.16","110,410.32", -   , -   ,"110,289.65",458.74, -   , -   , -   , -   ,"110,289.65",458.74,"106,938.42",106.404
3424,5/23/2025 15:00,85.47,,85.47,16.74,5.69,0.2,36.06,251.03,53.99, -   ,,85.47, -   ,83.74,0.13, -   ,83.74,0.01, -   ,79.96,0,78.37,78.37,"65,781.90",18.43,"61,190.02","62,722.98","60,758.68", -   , -   ,"60,721.03",452.25, -   , -   , -   , -   ,"60,721.03",452.25,"58,281.66",57.99
3425,5/23/2025 16:00,164.08,,161,16.4,5.87,0.2,28.16,264.74,61.84, -   ,,164.08,3.04,157.86,0.25,3.04,157.86,0.02,2.86,150.74,0.01,150.54,150.53,"126,356.82",19.61,"121,765.17","124,190.85","120,031.38", -   , -   ,"119,889.98",460.75, -   , -   , -   , -   ,"119,889.98",460.75,"116,477.46",115.895
3426,5/23/2025 17:00,93.38,,92.98,15.99,7.71,0.2,20.08,277.33,69.93, -   ,,93.38,0.39,91.08,0.14,0.39,91.08,0.01,0.36,86.98,0,85.59,85.59,"71,843.91",17.61,"67,198.38","69,083.54","66,859.41", -   , -   ,"66,814.34",455.44, -   , -   , -   , -   ,"66,814.34",455.44,"64,219.89",63.899
3427,5/23/2025 18:00,12.23,,12.23,15.47,7.25,0.2,12.22,289.43,77.81, -   ,,12.23, -   ,11.96,0.02, -   ,11.96,0, -   ,11.42,0,11.19,11.2,"9,398.31",15.68,"6,851.41","7,073.72","6,864.83", -   , -   ,"6,864.24",411.57, -   , -   , -   , -   ,"6,864.24",411.57,"6,521.41",6.489
3428,5/23/2025 19:00,4.07,,4.07,14.97,7.75,0.2,4.92,301.55,83.46, -   ,,4.07, -   ,3.87,0.01, -   ,3.87,0, -   ,3.7,0,3.62,3.62,"3,040.88",15.04,"1,334.58","1,338.94","1,316.95", -   , -   ,"1,316.93",360.65, -   , -   , -   , -   ,"1,316.93",360.65,"1,251.44",1.245
3429,5/23/2025 20:00, -   ,, -   ,14.5,8.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3430,5/23/2025 21:00, -   ,, -   ,13.92,7.78,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3431,5/23/2025 22:00, -   ,, -   ,13.33,7.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3432,5/23/2025 23:00, -   ,, -   ,12.73,5.49,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3433,5/24/2025 0:00, -   ,, -   ,12.13,5.81,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3434,5/24/2025 1:00, -   ,, -   ,11.43,8.34,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3435,5/24/2025 2:00, -   ,, -   ,10.81,10.41,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3436,5/24/2025 3:00,2.68,,2.68,10.8,9.24,0.2,0.43,49.81,85.79, -   ,,2.68, -   ,2.65,0, -   ,2.65,0, -   ,2.53,0,2.48,2.48,"2,080.07",10.84,643.69,635.3,632.61, -   , -   ,632.6,273.53, -   , -   , -   , -   ,632.6,273.53,602.34,0.599
3437,5/24/2025 4:00,78.17,,35.65,11.54,9.51,0.2,7.14,62.15,81.89, -   ,,78.17,47.78,37.96,0.12,47.78,37.96,0.01,41.62,36.25,0,76.32,76.4,"64,146.79",12.83,"60,114.60","62,703.40","60,696.37", -   , -   ,"60,644.19",465.05, -   , -   , -   , -   ,"60,644.19",465.05,"58,598.25",58.305
3438,5/24/2025 5:00,186.05,,58.72,12.59,10.06,0.2,14.66,74.21,75.36, -   ,,186.05,125.4,60.35,0.28,125.4,60.35,0.02,106.5,57.63,0.01,160.86,160.77,"134,974.86",15.22,"131,037.95","135,233.14","130,605.74", -   , -   ,"130,383.02",469.4, -   , -   , -   , -   ,"130,383.02",469.4,"126,691.54",126.058
3439,5/24/2025 6:00,315.2,,79.58,13.94,9.61,0.2,22.63,86.39,67.37, -   ,,315.2,232.04,81.84,0.48,232.04,81.84,0.04,213.03,78.15,0.01,285.36,285.48,"239,667.10",18.75,"236,728.20","241,338.69","234,070.56", -   , -   ,"233,463.84",468.45, -   , -   , -   , -   ,"233,463.84",468.45,"227,420.77",226.284
3440,5/24/2025 7:00,443.65,,106.03,15.41,8.14,0.2,30.72,99.22,59.31, -   ,,443.65,332.49,108.83,0.67,332.49,108.83,0.06,316.06,103.92,0.02,411.61,411.53,"345,470.97",23,"344,165.06","345,901.70","334,225.75", -   , -   ,"333,072.38",464.8, -   , -   , -   , -   ,"333,072.38",464.8,"324,170.56",322.55
3441,5/24/2025 8:00,562.33,,127.52,16.87,8.37,0.2,38.49,113.43,51.66, -   ,,562.33,428.21,130.69,0.85,428.21,130.69,0.07,414.69,124.8,0.02,528.72,528.8,"443,902.70",26.48,"444,135.20","441,218.25","427,202.22", -   , -   ,"425,349.34",460.33, -   , -   , -   , -   ,"425,349.34",460.33,"413,554.40",411.487
3442,5/24/2025 9:00,666.45,,155.48,18.27,8.15,0.2,45.38,129.89,45.04, -   ,,666.45,503.2,158.9,1.01,503.2,158.9,0.09,492.47,151.73,0.03,631.35,631.22,"529,871.70",29.9,"531,252.80","521,692.40","504,969.53", -   , -   ,"502,381.78",454.87, -   , -   , -   , -   ,"502,381.78",454.87,"487,912.28",485.473
3443,5/24/2025 10:00,719.05,,188.88,19.48,7.55,0.2,50.64,149.39,40.2, -   ,,719.05,522.11,192.32,1.09,522.11,192.32,0.09,513.93,183.65,0.03,683.66,683.69,"573,915.56",32.57,"575,787.80","560,214.56","542,500.10", -   , -   ,"539,507.75",450.7, -   , -   , -   , -   ,"539,507.75",450.7,"523,654.62",521.036
3444,5/24/2025 11:00,748.62,,199.17,20.49,7.02,0.2,53.35,171.82,37.8, -   ,,748.62,541.1,202.59,1.14,541.1,202.59,0.1,533.91,193.45,0.03,712.85,712.87,"598,396.50",34.6,"600,486.60","580,004.30","563,438.60", -   , -   ,"560,146.40",446.06, -   , -   , -   , -   ,"560,146.40",446.06,"543,429.40",540.712
3445,5/24/2025 12:00,736.18,,209.7,21.25,5.83,0.2,52.85,195.25,38.17, -   ,,736.18,518.48,213.01,1.12,518.48,213.01,0.1,511.38,203.41,0.03,700.53,700.53,"588,032.20",36.22,"590,036.06","566,443.70","549,362.60", -   , -   ,"546,201.75",443.67, -   , -   , -   , -   ,"546,201.75",443.67,"529,918.30",527.269
3446,5/24/2025 13:00,695.27,,193.18,21.75,6.72,0.2,49.29,216.91,41.31, -   ,,695.27,494.46,196.55,1.06,494.46,196.55,0.09,486.06,187.69,0.03,660.3,660.34,"554,287.44",35.08,"555,952.75","535,804.10","520,935.53", -   , -   ,"518,093.28",445.12, -   , -   , -   , -   ,"518,093.28",445.12,"502,839.22",500.325
3447,5/24/2025 14:00,617.6,,170.93,22,6.48,0.2,43.45,235.45,46.78, -   ,,617.6,439.88,174.25,0.94,439.88,174.25,0.08,429.4,166.39,0.03,583.9,583.88,"490,104.34",33.96,"490,996.88","474,853.50","459,868.62", -   , -   ,"457,638.16",447.59, -   , -   , -   , -   ,"457,638.16",447.59,"444,518.62",442.296
3448,5/24/2025 15:00,526.95,,125.9,21.99,6.36,0.2,36.23,251.13,53.82, -   ,,526.95,394.96,128.99,0.8,394.96,128.99,0.07,380.77,123.18,0.02,493.89,493.73,"414,428.44",32.19,"414,210.72","402,843.40","390,136.28", -   , -   ,"388,507.53",449.73, -   , -   , -   , -   ,"388,507.53",449.73,"377,665.62",375.777
3449,5/24/2025 16:00,415.27,,102.83,21.68,6.21,0.2,28.32,264.84,61.68, -   ,,415.27,307.69,105.51,0.63,307.69,105.51,0.05,290.14,100.75,0.02,383.09,382.83,"321,323.80",29.66,"319,628.47","313,409.47","304,123.90", -   , -   ,"303,096.30",451.6, -   , -   , -   , -   ,"303,096.30",451.6,"294,894.10",293.42
3450,5/24/2025 17:00,284.65,,66.7,21.03,6.55,0.2,20.24,277.42,69.77, -   ,,284.65,214.64,68.72,0.43,214.64,68.72,0.04,193.88,65.62,0.01,254.32,254.58,"213,673.23",26.22,"210,413.31","208,614.25","202,878.28", -   , -   ,"202,371.17",453.39, -   , -   , -   , -   ,"202,371.17",453.39,"196,753.36",195.77
3451,5/24/2025 18:00,162.02,,48.13,20.1,6.02,0.2,12.39,289.51,77.64, -   ,,162.02,112.15,49.54,0.25,112.15,49.54,0.02,91.21,47.31,0.01,135.75,135.65,"113,844.43",22.97,"110,003.91","110,221.64","106,605.94", -   , -   ,"106,430.56",454.11, -   , -   , -   , -   ,"106,430.56",454.11,"103,403.50",102.887
3452,5/24/2025 19:00,57.42,,31.75,19.01,4.94,0.2,5.09,301.62,83.38, -   ,,57.42,33.08,34.54,0.09,3.05,34.54,0.01,2.54,32.98,0,34.81,34.79,"29,197.06",19.8,"25,526.29","26,024.71","25,037.03", -   , -   ,"25,029.34",435.53, -   , -   , -   , -   ,"25,029.34",435.53,"23,878.05",23.759
3453,5/24/2025 20:00,0.4,,0.4,17.78,4.44,0.2,-1.29,314.1,87.28, -   ,,0.4, -   ,0.41,0, -   ,0.41, -   , -   ,0.39, -   ,0.38,0.38,320.73,17.78,15.44,15.34,15.3, -   , -   ,15.3,41.53, -   , -   , -   ,15.3, -   ,150, -   ,0
3454,5/24/2025 21:00, -   ,, -   ,15.93,3.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3455,5/24/2025 22:00, -   ,, -   ,13.98,2.57,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3456,5/24/2025 23:00, -   ,, -   ,12.21,2.45,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3457,5/25/2025 0:00, -   ,, -   ,11.02,2.54,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3458,5/25/2025 1:00, -   ,, -   ,9.88,1.89,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3459,5/25/2025 2:00, -   ,, -   ,8.87,2.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3460,5/25/2025 3:00,3.22,,3.22,8.83,1.83,0.2,0.58,49.71,85.71, -   ,,3.22, -   ,3.17,0, -   ,3.17,0, -   ,3.03,0,2.97,2.97,"2,489.67",8.92,915.78,905.42,898.27, -   , -   ,898.26,327.64, -   , -   , -   , -   ,898.26,327.64,854.2,0.85
3461,5/25/2025 4:00,84.63,,34.18,9.62,1.16,0.2,7.28,62.04,81.82, -   ,,84.63,56.03,36.39,0.13,56.03,36.39,0.01,48.89,34.75,0,81.97,82.05,"68,883.92",12,"64,911.02","67,725.55","65,507.09", -   , -   ,"65,444.11",467.06, -   , -   , -   , -   ,"65,444.11",467.06,"63,372.83",63.056
3462,5/25/2025 5:00,204.03,,50.98,10.75,1.35,0.2,14.79,74.08,75.22, -   ,,204.03,150.72,52.85,0.31,150.72,52.85,0.03,128.29,50.46,0.01,175.19,175.42,"147,272.88",15.78,"143,525.20","147,224.55","141,866.38", -   , -   ,"141,597.66",468.92, -   , -   , -   , -   ,"141,597.66",468.92,"137,601.48",136.914
3463,5/25/2025 6:00,339.75,,58.37,12.04,1.36,0.2,22.77,86.25,67.23, -   ,,339.75,277.11,60.67,0.52,277.11,60.67,0.04,254.61,57.93,0.01,306.3,306.06,"256,939.92",20.82,"254,283.60","256,660.30","248,174.75", -   , -   ,"247,477.25",465.25, -   , -   , -   , -   ,"247,477.25",465.25,"240,994.90",239.79
3464,5/25/2025 7:00,474.2,,80.72,13.43,1.33,0.2,30.85,99.08,59.17, -   ,,474.2,387.51,83.53,0.72,387.51,83.53,0.06,368.52,79.76,0.02,439.33,439.32,"368,807.53",26.05,"367,858.75","365,099.47","353,441.44", -   , -   ,"352,104.70",458.68, -   , -   , -   , -   ,"352,104.70",458.68,"342,513.84",340.801
3465,5/25/2025 8:00,595.03,,89.65,14.88,2.49,0.2,38.63,113.28,51.52, -   ,,595.03,497.71,92.63,0.9,497.71,92.63,0.08,482.11,88.46,0.02,559.18,559.06,"469,318.75",29.74,"469,869.44","460,947.80","447,062.60", -   , -   ,"444,984.97",453.67, -   , -   , -   , -   ,"444,984.97",453.67,"432,393.28",430.231
3466,5/25/2025 9:00,692.47,,121.37,16.25,2.66,0.2,45.53,129.75,44.89, -   ,,692.47,562.42,124.59,1.05,562.42,124.59,0.09,550.53,118.97,0.03,656.14,656.41,"551,028.00",33.51,"552,584.70","535,319.25","518,914.22", -   , -   ,"516,109.88",448.2, -   , -   , -   , -   ,"516,109.88",448.2,"500,989.20",498.484
3467,5/25/2025 10:00,771.8,,112.28,17.47,2.41,0.2,50.81,149.27,40.04, -   ,,771.8,649.5,114.5,1.17,649.5,114.5,0.1,639.42,109.34,0.03,733.82,733.79,"615,978.75",37.08,"618,102.10","591,336.20","573,065.50", -   , -   ,"569,609.20",442.32, -   , -   , -   , -   ,"569,609.20",442.32,"552,427.80",549.666
3468,5/25/2025 11:00,793.5,,136.32,18.49,2.25,0.2,53.52,171.76,37.63, -   ,,793.5,647.2,139.46,1.21,647.2,139.46,0.1,638.7,133.17,0.03,756.46,756.44,"634,981.75",38.93,"637,241.70","605,600.60","588,256.06", -   , -   ,"584,556.00",438.29, -   , -   , -   , -   ,"584,556.00",438.29,"566,715.80",563.882
3469,5/25/2025 12:00,794.25,,150.5,19.3,2.56,0.2,53.03,195.26,38, -   ,,794.25,633.97,153.61,1.21,633.97,153.61,0.1,625.38,146.69,0.03,756.66,756.69,"635,173.25",39.34,"637,403.30","604,741.56","586,918.20", -   , -   ,"583,222.75",438.1, -   , -   , -   , -   ,"583,222.75",438.1,"565,421.94",562.595
3470,5/25/2025 13:00,749.7,,116.33,19.85,3.74,0.2,49.47,216.97,41.14, -   ,,749.7,623.74,118.58,1.14,623.74,118.58,0.1,613.26,113.24,0.03,712,711.98,"597,643.00",37.28,"599,605.30","573,045.40","554,103.70", -   , -   ,"550,840.94",442, -   , -   , -   , -   ,"550,840.94",442,"534,323.20",531.652
3471,5/25/2025 14:00,670.8,,109.9,20.14,4.31,0.2,43.62,235.53,46.61, -   ,,670.8,552.38,113.08,1.02,552.38,113.08,0.09,539.34,107.98,0.03,634.4,634.16,"532,312.30",35.1,"533,634.44","513,766.12","498,418.88", -   , -   ,"495,769.28",445.01, -   , -   , -   , -   ,"495,769.28",445.01,"481,263.56",478.857
3472,5/25/2025 15:00,558.9,,85.22,20.15,5.15,0.2,36.39,251.23,53.66, -   ,,558.9,466.49,88.14,0.85,466.49,88.14,0.07,449.89,84.16,0.02,523.4,523.53,"439,432.03",31.84,"439,541.22","427,814.62","414,529.30", -   , -   ,"412,673.12",449.72, -   , -   , -   , -   ,"412,673.12",449.72,"401,032.53",399.027
3473,5/25/2025 16:00,432.23,,111.15,19.83,4.7,0.2,28.48,264.94,61.52, -   ,,432.23,316.21,113.86,0.66,316.21,113.86,0.06,298.35,108.72,0.02,398.95,398.89,"334,812.30",29,"333,331.38","327,530.56","317,057.47", -   , -   ,"315,957.53",453.72, -   , -   , -   , -   ,"315,957.53",453.72,"307,397.22",305.86
3474,5/25/2025 17:00,292.83,,59.75,19.16,4.55,0.2,20.4,277.51,69.61, -   ,,292.83,229.54,62,0.44,229.54,62,0.04,207.59,59.21,0.01,261.47,261.51,"219,491.86",25.23,"216,317.05","215,094.11","208,155.03", -   , -   ,"207,628.14",455.81, -   , -   , -   , -   ,"207,628.14",455.81,"201,912.28",200.903
3475,5/25/2025 18:00,162.75,,47.38,18.23,4.07,0.2,12.55,289.59,77.48, -   ,,162.75,113.61,48.79,0.25,113.61,48.79,0.02,92.74,46.59,0.01,136.56,136.51,"114,570.16",21.5,"110,718.85","111,472.03","107,829.88", -   , -   ,"107,653.73",456.25, -   , -   , -   , -   ,"107,653.73",456.25,"104,594.73",104.072
3476,5/25/2025 19:00,56.72,,28.55,17.14,2.81,0.2,5.26,301.69,83.3, -   ,,56.72,35.57,31.31,0.09,3.23,31.31,0.01,2.7,29.9,0,31.95,31.94,"26,805.42",17.97,"23,255.25","23,864.18","22,919.30", -   , -   ,"22,912.69",437.62, -   , -   , -   , -   ,"22,912.69",437.62,"21,855.29",21.746
3477,5/25/2025 20:00,0.3,,0.3,15.95,2.02,0.2,-1.12,314.16,87.19, -   ,,0.3, -   ,0.31,0, -   ,0.31, -   , -   ,0.29, -   ,0.29,0.29,240.3,15.96,8.67,8.6,8.58, -   , -   ,8.58,30.94, -   , -   , -   ,8.58, -   ,150, -   ,0
3478,5/25/2025 21:00, -   ,, -   ,14.31,1.51,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3479,5/25/2025 22:00, -   ,, -   ,12.63,1.69,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3480,5/25/2025 23:00, -   ,, -   ,11.15,1.93,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3481,5/26/2025 0:00, -   ,, -   ,10.07,2.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3482,5/26/2025 1:00, -   ,, -   ,9.03,2.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3483,5/26/2025 2:00, -   ,, -   ,8.1,3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3484,5/26/2025 3:00,3.3,,3.3,8.07,2.2,0.2,0.73,49.61,85.65, -   ,,3.3, -   ,3.25,0.01, -   ,3.25,0, -   ,3.1,0,3.04,3.04,"2,552.46",8.15,960.85,950.45,942.07, -   , -   ,942.05,335.78, -   , -   , -   , -   ,942.05,335.78,895.68,0.891
3485,5/26/2025 4:00,65.58,,41.73,8.67,1.16,0.2,7.42,61.92,81.76, -   ,,65.58,26.2,43.45,0.1,26.2,43.45,0.01,22.89,41.49,0,63.1,63.13,"53,000.50",10.5,"48,867.68","51,442.52","49,768.24", -   , -   ,"49,736.98",464.89, -   , -   , -   , -   ,"49,736.98",464.89,"47,817.41",47.578
3486,5/26/2025 5:00,153.87,,94.3,9.5,1,0.2,14.92,73.96,75.09, -   ,,153.87,58.66,94.23,0.23,58.66,94.23,0.02,50.03,89.98,0.01,137.22,137.22,"115,199.02",13.53,"110,735.98","115,173.94","111,574.23", -   , -   ,"111,439.41",469.98, -   , -   , -   , -   ,"111,439.41",469.98,"108,194.19",107.653
3487,5/26/2025 6:00,249.72,,135.83,10.42,1.05,0.2,22.9,86.12,67.1, -   ,,249.72,112.15,135.77,0.38,112.15,135.77,0.03,103.13,129.65,0.01,228.13,228.15,"191,532.17",17.1,"187,768.10","192,787.86","186,536.60", -   , -   ,"186,184.40",470.13, -   , -   , -   , -   ,"186,184.40",470.13,"181,454.20",180.547
